student_id,rank,job_id,title,company,score,status
204,1,101,Data Analyst,Crestline Digital,0.7502,ok
204,2,162,Business Analyst,Driftwood Analytics,0.7037,ok
204,3,159,Business Analyst,Northbridge Data Labs,0.7037,ok
204,4,161,Business Analyst,Orbit Cloud Co,0.7037,ok
204,5,104,Data Analyst,Bluepeak Systems,0.6516,ok
267,1,178,Product Manager,Ferrous Tech,0.745,ok
267,2,175,Product Manager,Altrodav Technologies,0.6234,ok
267,3,180,Product Manager,Crestline Digital,0.6153,ok
267,4,177,Product Manager,Granite Edge Tech,0.6051,ok
267,5,179,Product Manager,Quanta Robotics,0.5386,ok
153,1,136,Frontend Developer,Bluepeak Systems,0.7952,ok
153,2,139,Frontend Developer,Quanta Robotics,0.7952,ok
153,3,134,Frontend Developer,Lumen Stack,0.7799,ok
153,4,140,Frontend Developer,Harborview Software,0.7799,ok
153,5,143,Full Stack Developer,Skyline Softworks,0.733,ok
10,1,136,Frontend Developer,Bluepeak Systems,0.8626,ok
10,2,139,Frontend Developer,Quanta Robotics,0.8626,ok
10,3,140,Frontend Developer,Harborview Software,0.8415,ok
10,4,133,Frontend Developer,Driftwood Analytics,0.6807,ok
10,5,138,Frontend Developer,Quanta Robotics,0.5518,ok
234,1,122,ML Engineer,Harborview Software,0.9052,ok
234,2,123,ML Engineer,Ferrous Tech,0.788,ok
234,3,121,ML Engineer,Orbit Cloud Co,0.788,ok
234,4,109,Data Scientist,Meridian Apps,0.7388,ok
234,5,118,ML Engineer,Meridian Apps,0.7335,ok
227,1,152,DevOps Engineer,Granite Edge Tech,0.8117,ok
227,2,149,DevOps Engineer,Northbridge Data Labs,0.6906,ok
227,3,154,DevOps Engineer,Northbridge Data Labs,0.674,ok
227,4,155,DevOps Engineer,Granite Edge Tech,0.6685,ok
227,5,156,DevOps Engineer,Cobalt Cloud Studio,0.5065,ok
197,1,155,DevOps Engineer,Granite Edge Tech,0.9094,ok
197,2,154,DevOps Engineer,Northbridge Data Labs,0.9024,ok
197,3,149,DevOps Engineer,Northbridge Data Labs,0.8819,ok
197,4,150,DevOps Engineer,Quanta Robotics,0.8097,ok
197,5,152,DevOps Engineer,Granite Edge Tech,0.788,ok
110,1,143,Full Stack Developer,Skyline Softworks,0.8477,ok
110,2,142,Full Stack Developer,Ferrous Tech,0.8477,ok
110,3,146,Full Stack Developer,Skyline Softworks,0.7517,ok
110,4,141,Full Stack Developer,Vertex Analytics,0.7517,ok
110,5,137,Frontend Developer,Bluepeak Systems,0.671,ok
6,1,120,ML Engineer,Meridian Apps,0.8711,ok
6,2,117,ML Engineer,Bluepeak Systems,0.8517,ok
6,3,118,ML Engineer,Meridian Apps,0.8077,ok
6,4,109,Data Scientist,Meridian Apps,0.6898,ok
6,5,124,ML Engineer,Westgate Solutions,0.6628,ok
176,1,125,Backend Developer,Meridian Apps,1.0,ok
176,2,129,Backend Developer,Skyline Softworks,0.8412,ok
176,3,131,Backend Developer,Granite Edge Tech,0.8123,ok
176,4,132,Backend Developer,Granite Edge Tech,0.8062,ok
176,5,130,Backend Developer,Westgate Solutions,0.7537,ok
238,1,114,Data Scientist,Driftwood Analytics,0.8656,ok
238,2,112,Data Scientist,Vertex Analytics,0.8656,ok
238,3,110,Data Scientist,Meridian Apps,0.757,ok
238,4,111,Data Scientist,Driftwood Analytics,0.7214,ok
238,5,115,Data Scientist,Meridian Apps,0.7195,ok
58,1,171,QA Engineer,Bluepeak Systems,0.9119,ok
58,2,168,QA Engineer,Granite Edge Tech,0.8244,ok
58,3,167,QA Engineer,Granite Edge Tech,0.7711,ok
58,4,166,QA Engineer,Skyline Softworks,0.7711,ok
58,5,169,QA Engineer,Quanta Robotics,0.765,ok
219,1,151,DevOps Engineer,Meridian Apps,0.7137,ok
219,2,153,DevOps Engineer,Meridian Apps,0.6791,ok
219,3,150,DevOps Engineer,Quanta Robotics,0.6708,ok
219,4,155,DevOps Engineer,Granite Edge Tech,0.5705,ok
219,5,154,DevOps Engineer,Northbridge Data Labs,0.5569,ok
46,1,131,Backend Developer,Granite Edge Tech,0.9756,ok
46,2,130,Backend Developer,Westgate Solutions,0.9432,ok
46,3,126,Backend Developer,Driftwood Analytics,0.9331,ok
46,4,125,Backend Developer,Meridian Apps,0.8882,ok
46,5,128,Backend Developer,Ferrous Tech,0.878,ok
183,1,101,Data Analyst,Crestline Digital,0.9688,ok
183,2,107,Data Analyst,Quanta Robotics,0.9362,ok
183,3,102,Data Analyst,Vertex Analytics,0.9136,ok
183,4,163,Business Analyst,Meridian Apps,0.8693,ok
183,5,106,Data Analyst,Meridian Apps,0.8595,ok
222,1,179,Product Manager,Quanta Robotics,1.0,ok
222,2,174,Product Manager,Orbit Cloud Co,0.9722,ok
222,3,175,Product Manager,Altrodav Technologies,0.9075,ok
222,4,158,Business Analyst,Bluepeak Systems,0.7203,ok
222,5,178,Product Manager,Ferrous Tech,0.7183,ok
290,1,136,Frontend Developer,Bluepeak Systems,0.8758,ok
290,2,139,Frontend Developer,Quanta Robotics,0.8758,ok
290,3,135,Frontend Developer,Skyline Softworks,0.8228,ok
290,4,133,Frontend Developer,Driftwood Analytics,0.7753,ok
290,5,137,Frontend Developer,Bluepeak Systems,0.7439,ok
212,1,155,DevOps Engineer,Granite Edge Tech,0.8236,ok
212,2,154,DevOps Engineer,Northbridge Data Labs,0.8149,ok
212,3,149,DevOps Engineer,Northbridge Data Labs,0.7894,ok
212,4,151,DevOps Engineer,Meridian Apps,0.7576,ok
212,5,150,DevOps Engineer,Quanta Robotics,0.6879,ok
149,1,144,Full Stack Developer,Harborview Software,0.8212,ok
149,2,147,Full Stack Developer,Cobalt Cloud Studio,0.818,ok
149,3,148,Full Stack Developer,Lumen Stack,0.7708,ok
149,4,145,Full Stack Developer,Harborview Software,0.7612,ok
149,5,143,Full Stack Developer,Skyline Softworks,0.584,ok
166,1,155,DevOps Engineer,Granite Edge Tech,0.7285,ok
166,2,154,DevOps Engineer,Northbridge Data Labs,0.721,ok
166,3,149,DevOps Engineer,Northbridge Data Labs,0.6992,ok
166,4,151,DevOps Engineer,Meridian Apps,0.6776,ok
166,5,150,DevOps Engineer,Quanta Robotics,0.6108,ok
79,1,176,Product Manager,Ferrous Tech,0.7962,ok
79,2,173,Product Manager,Vertex Analytics,0.7491,ok
79,3,177,Product Manager,Granite Edge Tech,0.7444,ok
79,4,180,Product Manager,Crestline Digital,0.7325,ok
79,5,158,Business Analyst,Bluepeak Systems,0.6085,ok
114,1,151,DevOps Engineer,Meridian Apps,0.8202,ok
114,2,150,DevOps Engineer,Quanta Robotics,0.7483,ok
114,3,153,DevOps Engineer,Meridian Apps,0.6386,ok
114,4,155,DevOps Engineer,Granite Edge Tech,0.6342,ok
114,5,154,DevOps Engineer,Northbridge Data Labs,0.6222,ok
250,1,135,Frontend Developer,Skyline Softworks,0.6234,ok
250,2,136,Frontend Developer,Bluepeak Systems,0.6103,ok
250,3,139,Frontend Developer,Quanta Robotics,0.6103,ok
250,4,134,Frontend Developer,Lumen Stack,0.5546,ok
250,5,140,Frontend Developer,Harborview Software,0.5546,ok
251,1,157,Business Analyst,Crestline Digital,0.8591,ok
251,2,163,Business Analyst,Meridian Apps,0.7744,ok
251,3,162,Business Analyst,Driftwood Analytics,0.7652,ok
251,4,159,Business Analyst,Northbridge Data Labs,0.7652,ok
251,5,161,Business Analyst,Orbit Cloud Co,0.7652,ok
105,1,102,Data Analyst,Vertex Analytics,0.6339,ok
105,2,107,Data Analyst,Quanta Robotics,0.6182,ok
105,3,101,Data Analyst,Crestline Digital,0.597,ok
105,4,103,Data Analyst,Orbit Cloud Co,0.5962,ok
105,5,163,Business Analyst,Meridian Apps,0.5058,ok
43,1,111,Data Scientist,Driftwood Analytics,1.0,ok
43,2,110,Data Scientist,Meridian Apps,0.8661,ok
43,3,114,Data Scientist,Driftwood Analytics,0.8348,ok
43,4,112,Data Scientist,Vertex Analytics,0.8348,ok
43,5,109,Data Scientist,Meridian Apps,0.7429,ok
282,1,160,Business Analyst,Lumen Stack,0.7635,ok
282,2,157,Business Analyst,Crestline Digital,0.7166,ok
282,3,158,Business Analyst,Bluepeak Systems,0.7125,ok
282,4,102,Data Analyst,Vertex Analytics,0.7018,ok
282,5,163,Business Analyst,Meridian Apps,0.5913,ok
296,1,136,Frontend Developer,Bluepeak Systems,1.0,ok
296,2,139,Frontend Developer,Quanta Robotics,1.0,ok
296,3,133,Frontend Developer,Driftwood Analytics,0.881,ok
296,4,138,Frontend Developer,Quanta Robotics,0.8082,ok
296,5,140,Frontend Developer,Harborview Software,0.7634,ok
158,1,126,Backend Developer,Driftwood Analytics,0.6624,ok
158,2,127,Backend Developer,Ferrous Tech,0.6447,ok
158,3,131,Backend Developer,Granite Edge Tech,0.5475,ok
158,4,130,Backend Developer,Westgate Solutions,0.4827,ok
158,5,118,ML Engineer,Meridian Apps,0.4657,ok
239,1,125,Backend Developer,Meridian Apps,0.8958,ok
239,2,129,Backend Developer,Skyline Softworks,0.7577,ok
239,3,131,Backend Developer,Granite Edge Tech,0.7274,ok
239,4,132,Backend Developer,Granite Edge Tech,0.7273,ok
239,5,130,Backend Developer,Westgate Solutions,0.6751,ok
18,1,111,Data Scientist,Driftwood Analytics,0.7473,ok
18,2,114,Data Scientist,Driftwood Analytics,0.7386,ok
18,3,112,Data Scientist,Vertex Analytics,0.7386,ok
18,4,113,Data Scientist,Skyline Softworks,0.6741,ok
18,5,110,Data Scientist,Meridian Apps,0.6054,ok
165,1,144,Full Stack Developer,Harborview Software,0.981,ok
165,2,148,Full Stack Developer,Lumen Stack,0.8935,ok
165,3,145,Full Stack Developer,Harborview Software,0.8686,ok
165,4,147,Full Stack Developer,Cobalt Cloud Studio,0.8457,ok
165,5,143,Full Stack Developer,Skyline Softworks,0.6681,ok
34,1,157,Business Analyst,Crestline Digital,0.9025,ok
34,2,163,Business Analyst,Meridian Apps,0.8123,ok
34,3,162,Business Analyst,Driftwood Analytics,0.8025,ok
34,4,159,Business Analyst,Northbridge Data Labs,0.8025,ok
34,5,161,Business Analyst,Orbit Cloud Co,0.8025,ok
25,1,176,Product Manager,Ferrous Tech,0.8818,ok
25,2,173,Product Manager,Vertex Analytics,0.8279,ok
25,3,177,Product Manager,Granite Edge Tech,0.8227,ok
25,4,180,Product Manager,Crestline Digital,0.809,ok
25,5,158,Business Analyst,Bluepeak Systems,0.6672,ok
216,1,101,Data Analyst,Crestline Digital,0.8579,ok
216,2,107,Data Analyst,Quanta Robotics,0.83,ok
216,3,102,Data Analyst,Vertex Analytics,0.8107,ok
216,4,163,Business Analyst,Meridian Apps,0.7728,ok
216,5,106,Data Analyst,Meridian Apps,0.7644,ok
120,1,145,Full Stack Developer,Harborview Software,0.8646,ok
120,2,147,Full Stack Developer,Cobalt Cloud Studio,0.8418,ok
120,3,144,Full Stack Developer,Harborview Software,0.8055,ok
120,4,148,Full Stack Developer,Lumen Stack,0.6755,ok
120,5,143,Full Stack Developer,Skyline Softworks,0.6653,ok
8,1,115,Data Scientist,Meridian Apps,0.9086,ok
8,2,114,Data Scientist,Driftwood Analytics,0.7796,ok
8,3,112,Data Scientist,Vertex Analytics,0.7796,ok
8,4,116,Data Scientist,Crestline Digital,0.6805,ok
8,5,110,Data Scientist,Meridian Apps,0.6553,ok
91,1,144,Full Stack Developer,Harborview Software,0.981,ok
91,2,148,Full Stack Developer,Lumen Stack,0.8935,ok
91,3,145,Full Stack Developer,Harborview Software,0.8686,ok
91,4,147,Full Stack Developer,Cobalt Cloud Studio,0.8457,ok
91,5,143,Full Stack Developer,Skyline Softworks,0.6681,ok
47,1,145,Full Stack Developer,Harborview Software,0.8454,ok
47,2,147,Full Stack Developer,Cobalt Cloud Studio,0.8233,ok
47,3,144,Full Stack Developer,Harborview Software,0.7869,ok
47,4,148,Full Stack Developer,Lumen Stack,0.6598,ok
47,5,143,Full Stack Developer,Skyline Softworks,0.6519,ok
74,1,110,Data Scientist,Meridian Apps,0.9149,ok
74,2,114,Data Scientist,Driftwood Analytics,0.892,ok
74,3,112,Data Scientist,Vertex Analytics,0.892,ok
74,4,111,Data Scientist,Driftwood Analytics,0.8824,ok
74,5,115,Data Scientist,Meridian Apps,0.7401,ok
94,1,152,DevOps Engineer,Granite Edge Tech,0.8293,ok
94,2,149,DevOps Engineer,Northbridge Data Labs,0.7027,ok
94,3,156,DevOps Engineer,Cobalt Cloud Studio,0.6953,ok
94,4,154,DevOps Engineer,Northbridge Data Labs,0.6868,ok
94,5,127,Backend Developer,Ferrous Tech,0.6185,ok
77,1,136,Frontend Developer,Bluepeak Systems,0.7385,ok
77,2,139,Frontend Developer,Quanta Robotics,0.7385,ok
77,3,138,Frontend Developer,Quanta Robotics,0.6775,ok
77,4,133,Frontend Developer,Driftwood Analytics,0.561,ok
77,5,135,Frontend Developer,Skyline Softworks,0.5489,ok
287,1,111,Data Scientist,Driftwood Analytics,0.6859,ok
287,2,119,ML Engineer,Harborview Software,0.6556,ok
287,3,110,Data Scientist,Meridian Apps,0.5721,ok
287,4,165,QA Engineer,Meridian Apps,0.5696,ok
287,5,167,QA Engineer,Granite Edge Tech,0.5479,ok
61,1,109,Data Scientist,Meridian Apps,0.8616,ok
61,2,119,ML Engineer,Harborview Software,0.8415,ok
61,3,111,Data Scientist,Driftwood Analytics,0.8165,ok
61,4,122,ML Engineer,Harborview Software,0.8064,ok
61,5,116,Data Scientist,Crestline Digital,0.6923,ok
78,1,133,Frontend Developer,Driftwood Analytics,0.8969,ok
78,2,137,Frontend Developer,Bluepeak Systems,0.8589,ok
78,3,134,Frontend Developer,Lumen Stack,0.7766,ok
78,4,140,Frontend Developer,Harborview Software,0.7766,ok
78,5,136,Frontend Developer,Bluepeak Systems,0.7532,ok
64,1,134,Frontend Developer,Lumen Stack,0.7236,ok
64,2,133,Frontend Developer,Driftwood Analytics,0.6321,ok
64,3,137,Frontend Developer,Bluepeak Systems,0.5889,ok
64,4,136,Frontend Developer,Bluepeak Systems,0.5304,ok
64,5,139,Frontend Developer,Quanta Robotics,0.5304,ok
235,1,117,ML Engineer,Bluepeak Systems,0.6901,ok
235,2,118,ML Engineer,Meridian Apps,0.658,ok
235,3,123,ML Engineer,Ferrous Tech,0.5299,ok
235,4,121,ML Engineer,Orbit Cloud Co,0.5299,ok
235,5,120,ML Engineer,Meridian Apps,0.475,ok
230,1,178,Product Manager,Ferrous Tech,0.9062,ok
230,2,179,Product Manager,Quanta Robotics,0.9028,ok
230,3,174,Product Manager,Orbit Cloud Co,0.8784,ok
230,4,176,Product Manager,Ferrous Tech,0.8671,ok
230,5,175,Product Manager,Altrodav Technologies,0.8215,ok
112,1,154,DevOps Engineer,Northbridge Data Labs,0.9309,ok
112,2,152,DevOps Engineer,Granite Edge Tech,0.7742,ok
112,3,155,DevOps Engineer,Granite Edge Tech,0.7012,ok
112,4,149,DevOps Engineer,Northbridge Data Labs,0.6582,ok
112,5,156,DevOps Engineer,Cobalt Cloud Studio,0.5903,ok
232,1,101,Data Analyst,Crestline Digital,0.9688,ok
232,2,107,Data Analyst,Quanta Robotics,0.9362,ok
232,3,102,Data Analyst,Vertex Analytics,0.9136,ok
232,4,163,Business Analyst,Meridian Apps,0.8693,ok
232,5,106,Data Analyst,Meridian Apps,0.8595,ok
181,1,110,Data Scientist,Meridian Apps,0.905,ok
181,2,114,Data Scientist,Driftwood Analytics,0.8823,ok
181,3,112,Data Scientist,Vertex Analytics,0.8823,ok
181,4,111,Data Scientist,Driftwood Analytics,0.8729,ok
181,5,115,Data Scientist,Meridian Apps,0.7326,ok
145,1,113,Data Scientist,Skyline Softworks,0.915,ok
145,2,110,Data Scientist,Meridian Apps,0.6999,ok
145,3,114,Data Scientist,Driftwood Analytics,0.6546,ok
145,4,112,Data Scientist,Vertex Analytics,0.6546,ok
145,5,111,Data Scientist,Driftwood Analytics,0.6355,ok
240,1,149,DevOps Engineer,Northbridge Data Labs,0.8976,ok
240,2,151,DevOps Engineer,Meridian Apps,0.8534,ok
240,3,152,DevOps Engineer,Granite Edge Tech,0.7474,ok
240,4,153,DevOps Engineer,Meridian Apps,0.6656,ok
240,5,155,DevOps Engineer,Granite Edge Tech,0.6331,ok
76,1,101,Data Analyst,Crestline Digital,0.7821,ok
76,2,163,Business Analyst,Meridian Apps,0.7237,ok
76,3,162,Business Analyst,Driftwood Analytics,0.7122,ok
76,4,159,Business Analyst,Northbridge Data Labs,0.7122,ok
76,5,161,Business Analyst,Orbit Cloud Co,0.7122,ok
298,1,101,Data Analyst,Crestline Digital,1.0,ok
298,2,106,Data Analyst,Meridian Apps,0.8863,ok
298,3,107,Data Analyst,Quanta Robotics,0.8569,ok
298,4,102,Data Analyst,Vertex Analytics,0.8312,ok
298,5,163,Business Analyst,Meridian Apps,0.7704,ok
279,1,155,DevOps Engineer,Granite Edge Tech,0.9252,ok
279,2,154,DevOps Engineer,Northbridge Data Labs,0.918,ok
279,3,149,DevOps Engineer,Northbridge Data Labs,0.897,ok
279,4,150,DevOps Engineer,Quanta Robotics,0.8232,ok
279,5,152,DevOps Engineer,Granite Edge Tech,0.8011,ok
98,1,150,DevOps Engineer,Quanta Robotics,0.7441,ok
98,2,155,DevOps Engineer,Granite Edge Tech,0.6306,ok
98,3,158,Business Analyst,Bluepeak Systems,0.5485,ok
98,4,160,Business Analyst,Lumen Stack,0.5109,ok
98,5,151,DevOps Engineer,Meridian Apps,0.4941,ok
93,1,144,Full Stack Developer,Harborview Software,0.7765,ok
93,2,148,Full Stack Developer,Lumen Stack,0.6553,ok
93,3,156,DevOps Engineer,Cobalt Cloud Studio,0.6486,ok
93,4,145,Full Stack Developer,Harborview Software,0.6444,ok
93,5,147,Full Stack Developer,Cobalt Cloud Studio,0.602,ok
193,1,168,QA Engineer,Granite Edge Tech,0.9405,ok
193,2,167,QA Engineer,Granite Edge Tech,0.8749,ok
193,3,166,QA Engineer,Skyline Softworks,0.8749,ok
193,4,169,QA Engineer,Quanta Robotics,0.8681,ok
193,5,172,QA Engineer,Ferrous Tech,0.779,ok
26,1,169,QA Engineer,Quanta Robotics,0.8347,ok
26,2,167,QA Engineer,Granite Edge Tech,0.8245,ok
26,3,166,QA Engineer,Skyline Softworks,0.8245,ok
26,4,168,QA Engineer,Granite Edge Tech,0.7774,ok
26,5,165,QA Engineer,Meridian Apps,0.7725,ok
233,1,101,Data Analyst,Crestline Digital,0.9688,ok
233,2,107,Data Analyst,Quanta Robotics,0.9362,ok
233,3,102,Data Analyst,Vertex Analytics,0.9136,ok
233,4,163,Business Analyst,Meridian Apps,0.8693,ok
233,5,106,Data Analyst,Meridian Apps,0.8595,ok
60,1,101,Data Analyst,Crestline Digital,0.9115,ok
60,2,157,Business Analyst,Crestline Digital,0.8119,ok
60,3,106,Data Analyst,Meridian Apps,0.8104,ok
60,4,164,Business Analyst,Harborview Software,0.7847,ok
60,5,107,Data Analyst,Quanta Robotics,0.7798,ok
7,1,179,Product Manager,Quanta Robotics,1.0,ok
7,2,174,Product Manager,Orbit Cloud Co,0.9722,ok
7,3,175,Product Manager,Altrodav Technologies,0.9075,ok
7,4,158,Business Analyst,Bluepeak Systems,0.7203,ok
7,5,178,Product Manager,Ferrous Tech,0.7183,ok
186,1,108,Data Analyst,Ferrous Tech,0.8114,ok
186,2,107,Data Analyst,Quanta Robotics,0.6759,ok
186,3,106,Data Analyst,Meridian Apps,0.6529,ok
186,4,105,Data Analyst,Northbridge Data Labs,0.6101,ok
186,5,104,Data Analyst,Bluepeak Systems,0.5918,ok
174,1,134,Frontend Developer,Lumen Stack,0.7277,ok
174,2,133,Frontend Developer,Driftwood Analytics,0.657,ok
174,3,137,Frontend Developer,Bluepeak Systems,0.5944,ok
174,4,136,Frontend Developer,Bluepeak Systems,0.5542,ok
174,5,139,Frontend Developer,Quanta Robotics,0.5542,ok
31,1,102,Data Analyst,Vertex Analytics,1.0,ok
31,2,101,Data Analyst,Crestline Digital,0.8312,ok
31,3,103,Data Analyst,Orbit Cloud Co,0.813,ok
31,4,107,Data Analyst,Quanta Robotics,0.7862,ok
31,5,163,Business Analyst,Meridian Apps,0.6814,ok
23,1,102,Data Analyst,Vertex Analytics,1.0,ok
23,2,101,Data Analyst,Crestline Digital,0.8312,ok
23,3,103,Data Analyst,Orbit Cloud Co,0.813,ok
23,4,107,Data Analyst,Quanta Robotics,0.7862,ok
23,5,163,Business Analyst,Meridian Apps,0.6814,ok
257,1,169,QA Engineer,Quanta Robotics,0.9746,ok
257,2,167,QA Engineer,Granite Edge Tech,0.9673,ok
257,3,166,QA Engineer,Skyline Softworks,0.9673,ok
257,4,168,QA Engineer,Granite Edge Tech,0.9408,ok
257,5,165,QA Engineer,Meridian Apps,0.9302,ok
57,1,154,DevOps Engineer,Northbridge Data Labs,0.8527,ok
57,2,152,DevOps Engineer,Granite Edge Tech,0.7109,ok
57,3,155,DevOps Engineer,Granite Edge Tech,0.6423,ok
57,4,149,DevOps Engineer,Northbridge Data Labs,0.6037,ok
57,5,156,DevOps Engineer,Cobalt Cloud Studio,0.544,ok
187,1,110,Data Scientist,Meridian Apps,0.8908,ok
187,2,114,Data Scientist,Driftwood Analytics,0.8686,ok
187,3,112,Data Scientist,Vertex Analytics,0.8686,ok
187,4,111,Data Scientist,Driftwood Analytics,0.8594,ok
187,5,115,Data Scientist,Meridian Apps,0.7218,ok
109,1,123,ML Engineer,Ferrous Tech,0.898,ok
109,2,121,ML Engineer,Orbit Cloud Co,0.898,ok
109,3,119,ML Engineer,Harborview Software,0.8201,ok
109,4,124,ML Engineer,Westgate Solutions,0.8042,ok
109,5,122,ML Engineer,Harborview Software,0.732,ok
127,1,106,Data Analyst,Meridian Apps,0.9585,ok
127,2,105,Data Analyst,Northbridge Data Labs,0.9181,ok
127,3,108,Data Analyst,Ferrous Tech,0.9144,ok
127,4,104,Data Analyst,Bluepeak Systems,0.9011,ok
127,5,101,Data Analyst,Crestline Digital,0.8107,ok
231,1,162,Business Analyst,Driftwood Analytics,0.6869,ok
231,2,159,Business Analyst,Northbridge Data Labs,0.6869,ok
231,3,161,Business Analyst,Orbit Cloud Co,0.6869,ok
231,4,102,Data Analyst,Vertex Analytics,0.6156,ok
231,5,157,Business Analyst,Crestline Digital,0.5804,ok
194,1,154,DevOps Engineer,Northbridge Data Labs,0.7586,ok
194,2,155,DevOps Engineer,Granite Edge Tech,0.7523,ok
194,3,150,DevOps Engineer,Quanta Robotics,0.5278,ok
194,4,152,DevOps Engineer,Granite Edge Tech,0.5049,ok
194,5,149,DevOps Engineer,Northbridge Data Labs,0.4291,ok
130,1,111,Data Scientist,Driftwood Analytics,0.8572,ok
130,2,119,ML Engineer,Harborview Software,0.8041,ok
